uis,text,favoriteCount,created,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted
1,"RT @BlueRoseMag1: I moved the Kindle release date up to next Friday. So if you are one of our #ebook readers, you can pre-order and get Iss�",0,30/10/2019 16:27,1.18958E+18,NA,"<a href=""http://www.placeholder.com"" rel=""nofollow"">Twin Peaks bot news</a>",TwinPeaksBotNew,3,TRUE,FALSE
2,RT @BlueRoseMag1: You can subscribe to the Year 3 still and get Issues 9-13. 13 is the 30th tribute issue and ships next year. We ship 9-12�,0,30/10/2019 16:23,1.18958E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RobEdKing,1,TRUE,FALSE
3,"RT @BlueRoseMag1: I moved the Kindle release date up to next Friday. So if you are one of our #ebook readers, you can pre-order and get Iss�",0,30/10/2019 16:23,1.18958E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RobEdKing,3,TRUE,FALSE
4,"#RayMonroe sent me a note, a patch and some coordinates. What a #fucker !
Grazie @BigLeeMarvinFan #GeorgeGriffith� https://t.co/02CP9EZy08",0,30/10/2019 16:21,1.18958E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Piero148,0,FALSE,FALSE
5,RT @DevaneLavery: Ian Buchanan #GH #TwinPeaks #boldandthebeautiful #BB #DOOL #AMC #allmychildren #Ontheair #LOTL #Charmed #mermaid #AMermai�,0,30/10/2019 16:21,1.18958E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DrJimmyStar,4,TRUE,FALSE
6,"RT @RinaldoZoontjes: Good Morning, Good People!!! Happy Twin Peaks Wednesday Everyone!!! Have a Great Day!!! <U+0001F44D><U+0001F3FB> #TwinPeaks #ShellyJohnson #�",0,30/10/2019 16:17,1.18958E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",amarikidd,9,TRUE,FALSE
7,"RT @BlueRoseMag1: I moved the Kindle release date up to next Friday. So if you are one of our #ebook readers, you can pre-order and get Iss�",0,30/10/2019 16:16,1.18958E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",PaulDBrazill,3,TRUE,FALSE
8,"I moved the Kindle release date up to next Friday. So if you are one of our #ebook readers, you can pre-order and g� https://t.co/J3Cc3t0ccZ",3,30/10/2019 16:14,1.18958E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",BlueRoseMag1,3,FALSE,FALSE
9,RT @mintplusplus: Me when someone makes a pledge on our #TwinPeaks #EnamelPin Kickstarter campaign (https://t.co/uhtsZDy0K4): https://t.co/�,0,30/10/2019 16:12,1.18958E+18,NA,"<a href=""http://www.placeholder.com"" rel=""nofollow"">Twin Peaks bot news</a>",TwinPeaksBotNew,2,TRUE,FALSE
10,RT @mintplusplus: Me when someone makes a pledge on our #TwinPeaks #EnamelPin Kickstarter campaign (https://t.co/uhtsZDy0K4): https://t.co/�,0,30/10/2019 16:12,1.18958E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",vinylqueue,2,TRUE,FALSE
11,Me when someone makes a pledge on our #TwinPeaks #EnamelPin Kickstarter campaign (https://t.co/uhtsZDy0K4): https://t.co/7i1h5aBVIO,3,30/10/2019 16:11,1.18958E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",mintplusplus,2,FALSE,FALSE
12,You can subscribe to the Year 3 still and get Issues 9-13. 13 is the 30th tribute issue and ships next year. We shi� https://t.co/eKTvoa3xL2,4,30/10/2019 16:06,1.18957E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",BlueRoseMag1,1,FALSE,FALSE
13,"RT @talkinbackward: Check out this damn fine #TwinPeaks enamel pin set from @mintplusplus!
14,RT @Diadia72: Morning coffee <U+0001F5A4><U+2615><U+FE0F><U+0001F5A4>  Wish all you wonderful #TwinPeaks a damn fine Wednesday among the trees<U+0001F332><U+0001F332><U+0001F332>the art of balancing life is a�,0,30/10/2019 16:03,1.18957E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ArgenOm,7,TRUE,FALSE
15,"Lara Flynn Boyle en el rodaje del �ltimo episodio de Twin Peaks en 1991.
Lara Flynn Boyle shooting the last episode� https://t.co/AVKGKU0B3g",5,30/10/2019 16:01,1.18957E+18,NA,"<a href=""https://www.later.com"" rel=""nofollow"">LaterMedia</a>",universoLynch,1,FALSE,FALSE
16,A photo of Dale Cooper from Twin Peaks every hour. #twinpeaks https://t.co/qgWEGpBV7j,2,30/10/2019 16:00,1.18957E+18,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",DaleCooperHour,0,FALSE,FALSE
17,RT @SHO_PR: Massive congrats to our friend and beloved #TwinPeaks maestro @DAVID_LYNCH! https://t.co/hDGsnXmLgy,0,30/10/2019 15:59,1.18957E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AlfredoDiaz777,19,TRUE,FALSE
18,RT @galpalcentral: couples costume idea #twinpeaks https://t.co/qRW6GWfVR1,0,30/10/2019 15:57,1.18957E+18,NA,"<a href=""http://www.placeholder.com"" rel=""nofollow"">Twin Peaks bot news</a>",TwinPeaksBotNew,1,TRUE,FALSE
19,RT @joudygarland: �There�s No Place Like Home� // had to make something spooky for Halloween <U+0001F383><U+0001F480><U+0001F47B><U+0001F460> #werenotgonnatalkaboutjudy #twinpeaks #ju�,0,30/10/2019 15:49,1.18957E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RobEdKing,13,TRUE,FALSE
20,@fuenfzigmvier Welches #TwinPeaks Buch soll ich nochmal lesen?,0,30/10/2019 15:48,1.18957E+18,9.67758E+17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CouchMaster,0,FALSE,FALSE
21,couples costume idea #twinpeaks https://t.co/qRW6GWfVR1,2,30/10/2019 15:41,1.18957E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",galpalcentral,1,FALSE,FALSE
22,RT @TheAVClub: This #TwinPeaks explainer is good�it's also 4 1/2 hours long https://t.co/21SFHaPjOf https://t.co/wi6czhAOFU,0,30/10/2019 15:37,1.18957E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",andymeloy,9,TRUE,FALSE
23,"@RaynyCloud @CHMcConnell I like the #TwinPeaks vibe, elliptical included!",0,30/10/2019 15:32,1.18957E+18,35624992,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",robbie_mtg,0,FALSE,FALSE
24,"RT @TwinPeaksArchve: Officially released today, The 2019 #TwinPeaks Archives Trading Cards from #Rittenhouse include signed cards from Kyle�",0,30/10/2019 15:31,1.18957E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sdbrady05,2,TRUE,FALSE
25,"RT @TwinPeaksArchve: Officially released today, The 2019 #TwinPeaks Archives Trading Cards from #Rittenhouse include signed cards from Kyle�",0,30/10/2019 15:31,1.18957E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",blowoutcards,2,TRUE,FALSE
26,"RT @WestofLynchBook: 2 Days left!
Abstracts.
""The American West of David Lynch�s Filmography and in Twin Peaks: Essays on Regional Identity�",0,30/10/2019 15:27,1.18956E+18,NA,"<a href=""http://www.placeholder.com"" rel=""nofollow"">Twin Peaks bot news</a>",TwinPeaksBotNew,3,TRUE,FALSE
27,"RT @WestofLynchBook: 2 Days left!
Abstracts.
""The American West of David Lynch�s Filmography and in Twin Peaks: Essays on Regional Identity�",0,30/10/2019 15:24,1.18956E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DevinRoss1939,3,TRUE,FALSE
28,"RT @WestofLynchBook: 2 Days left!
Abstracts.
""The American West of David Lynch�s Filmography and in Twin Peaks: Essays on Regional Identity�",0,30/10/2019 15:17,1.18956E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RobEdKing,3,TRUE,FALSE
29,"2 Days left!
Abstracts.
""The American West of David Lynch�s Filmography and in Twin Peaks: Essays on Regional Ident� https://t.co/YLueY4yAgt",1,30/10/2019 15:13,1.18956E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RobEdKing,0,FALSE,FALSE
30,"2 Days left!
Abstracts.
""The American West of David Lynch�s Filmography and in Twin Peaks: Essays on Regional Ident� https://t.co/NeAkTVU3u1",3,30/10/2019 15:13,1.18956E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",WestofLynchBook,3,FALSE,FALSE
31,RT @eliredman: #TwinPeaks The owls are definitely not what they seem https://t.co/yWcTsbLaJ5,0,30/10/2019 15:12,1.18956E+18,NA,"<a href=""http://www.placeholder.com"" rel=""nofollow"">Twin Peaks bot news</a>",TwinPeaksBotNew,1,TRUE,FALSE
32,#TwinPeaks @ThatsOurWaldo @TwinPeaksArchve https://t.co/4E9fR51i3V https://t.co/roRnCcDuRA,0,30/10/2019 15:12,1.18956E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TruckstopTwank,0,FALSE,FALSE
33,RT @Alice_Tye1: It wouldn't be Halloween without a tribute to Twin Peaks - I love the show so much we had a Twin Peaks themed Halloween par�,0,30/10/2019 15:06,1.18956E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",chrispyging,1,TRUE,FALSE
34,#TwinPeaks The owls are definitely not what they seem https://t.co/yWcTsbLaJ5,4,30/10/2019 15:05,1.18956E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",eliredman,1,FALSE,FALSE
35,"RT @exitoinabr: O diretor de #TwinPeaks, #DavidLynch, recebeu seu primeiro Oscar ap�s ser indicado tr�s vezes:

https://t.co/1ArBtb8wb1",0,30/10/2019 15:05,1.18956E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FuscaMafioso,1,TRUE,FALSE
36,It wouldn't be Halloween without a tribute to Twin Peaks - I love the show so much we had a Twin Peaks themed Hallo� https://t.co/voxpr6ftls,2,30/10/2019 15:04,1.18956E+18,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",Alice_Tye1,1,FALSE,FALSE
37,HELLOOOoooOOOO. #DougieJones #CoopLovesCostumes #TwinPeaks #DaleCooper #MrJackpots #MrC #AgentCooper #Bob� https://t.co/cNZrt1hqix,0,30/10/2019 15:03,1.18956E+18,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",BohnJeisner,0,FALSE,FALSE
38,A photo of Dale Cooper from Twin Peaks every hour. #twinpeaks https://t.co/AlJ5WAak3G,2,30/10/2019 15:00,1.18956E+18,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",DaleCooperHour,0,FALSE,FALSE
39,RT @SHO_PR: Massive congrats to our friend and beloved #TwinPeaks maestro @DAVID_LYNCH! https://t.co/hDGsnXmLgy,0,30/10/2019 14:39,1.18955E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sapapillon,19,TRUE,FALSE
40,"RT @RinaldoZoontjes: Good Morning, Good People!!! Happy Twin Peaks Wednesday Everyone!!! Have a Great Day!!! <U+0001F44D><U+0001F3FB> #TwinPeaks #ShellyJohnson #�",0,30/10/2019 14:38,1.18955E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sunflowerlatte,9,TRUE,FALSE
41,"RT @PeaksQuotes: Hank Jennings: Fine. Go ahead. You're his whore Norma! Norma Jennings: I'd rather be his whore than your wife!
 #TwinPeaks�",0,30/10/2019 14:38,1.18955E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",PasquinoSalento,1,TRUE,FALSE
42,RT @eliredman: #TwinPeaks https://t.co/QJ7KG4Zp2v,0,30/10/2019 14:38,1.18955E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",PasquinoSalento,1,TRUE,FALSE
43,"#twinpeaks Fire Walk with Me w/ Ray Wise &amp; Sheryl Lee LIVE! with my favorite #Lynch fans <U+2764><U+FE0F>, @mkefilm,� https://t.co/JyODFYPwcM",1,30/10/2019 14:35,1.18955E+18,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Stephyg124,0,FALSE,FALSE
44,"Hank Jennings: Fine. Go ahead. You're his whore Norma! Norma Jennings: I'd rather be his whore than your wife!
 #TwinPeaks #TwinPeaksQuotes",5,30/10/2019 14:30,1.18955E+18,NA,"<a href=""https://technotik.co.uk"" rel=""nofollow"">Twin Peaks Quotes</a>",PeaksQuotes,1,FALSE,FALSE
45,#TwinPeaks https://t.co/QJ7KG4Zp2v,2,30/10/2019 14:29,1.18955E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",eliredman,1,FALSE,FALSE
46,RT @tommclaren1: Mrs. Palmer is warning me to watch out for Bob on Halloween.  A priceless Twin Peaks / David Lynch photo op w/amazing actr�,0,30/10/2019 14:28,1.18955E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SBarrBrisebois,10,TRUE,FALSE
47,RT @BlueRoseMag1: Issue 12 is rare already. Hope you subscribed. Due to a printing error we only have 100 extra. A thanks to our subscriber�,0,30/10/2019 14:27,1.18955E+18,NA,"<a href=""http://www.placeholder.com"" rel=""nofollow"">Twin Peaks bot news</a>",TwinPeaksBotNew,5,TRUE,FALSE
48,RT @TwinPeaksArchve: #TwinPeaks #Rittenhouse A&amp;B Archive Box. For heavy hitters only. https://t.co/ixducOg8Y0,0,30/10/2019 14:20,1.18955E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",lecomicbrba,3,TRUE,FALSE
49,RT @BlueRoseMag1: Issue 12 is rare already. Hope you subscribed. Due to a printing error we only have 100 extra. A thanks to our subscriber�,0,30/10/2019 14:18,1.18955E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",__eidola__,5,TRUE,FALSE
50,"Check out this damn fine #TwinPeaks enamel pin set from @mintplusplus!

Support their Kickstarter campaign before i� https://t.co/ZFzh7540dD",2,30/10/2019 14:16,1.18955E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",talkinbackward,1,FALSE,FALSE
51,RT @RinaldoZoontjes: 'Really Weird Stuff.' - Regional Bureau Chief Gordon Cole. (Remixed) #TwinPeaks #DavidLynch #TwinPeaksTheReturn #Quote�,0,30/10/2019 14:11,1.18955E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",PasquinoSalento,4,TRUE,FALSE
52,RT @RinaldoZoontjes: �Those GOP Fucks Are At It Again!!!�<U+0001F595><U+0001F3FB> - Dr. Amp. #DrAmp #LawrenceJacoby #RussTamblyn  #DigTheGOPIntoTheShit ##QuoteOf�,0,30/10/2019 14:09,1.18954E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",eliredman,5,TRUE,FALSE
53,Had a great time last night at the Twin Peaks: Fire Walk With Me screening at the Milwaukee ! The q&amp;a afterwords wa� https://t.co/UivPO2cwGi,5,30/10/2019 14:08,1.18954E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mackzegreat,0,FALSE,FALSE
54,RT @BlueRoseMag1: Issue 12 is rare already. Hope you subscribed. Due to a printing error we only have 100 extra. A thanks to our subscriber�,0,30/10/2019 14:01,1.18954E+18,NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>",TwinPeaksUnwrap,5,TRUE,FALSE
55,A photo of Dale Cooper from Twin Peaks every hour. #twinpeaks https://t.co/97dTNqDDcF,2,30/10/2019 14:00,1.18954E+18,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",DaleCooperHour,0,FALSE,FALSE
56,Plymouth? Pontiac? Does anyone know? <U+0001F914> #TwinPeaks https://t.co/2XziQUfHgo,1,30/10/2019 13:58,1.18954E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",franck_boulegue,0,FALSE,FALSE
57,RT @RinaldoZoontjes: 'Really Weird Stuff.' - Regional Bureau Chief Gordon Cole. (Remixed) #TwinPeaks #DavidLynch #TwinPeaksTheReturn #Quote�,0,30/10/2019 13:57,1.18954E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RinaldoZoontjes,4,TRUE,FALSE
58,"Officially released today, The 2019 #TwinPeaks Archives Trading Cards from #Rittenhouse include signed cards from K� https://t.co/CELJhOa1Ik",12,30/10/2019 13:56,1.18954E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",TwinPeaksArchve,2,FALSE,FALSE
59,"#thestarsturnandatimepresentsitself #twinpeaks #hotcup <U+0001F383><U+0001F5A4> @ Wandling Law Office, L.C. https://t.co/2SlJDb4uO3",1,30/10/2019 13:54,1.18954E+18,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",JeromiahValeska,0,FALSE,FALSE
60,"RT @RinaldoZoontjes: Good Morning, Good People!!! Happy Twin Peaks Wednesday Everyone!!! Have a Great Day!!! <U+0001F44D><U+0001F3FB> #TwinPeaks #ShellyJohnson #�",0,30/10/2019 13:31,1.18954E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",dale_coop,9,TRUE,FALSE
61,RT @joudygarland: �There�s No Place Like Home� // had to make something spooky for Halloween <U+0001F383><U+0001F480><U+0001F47B><U+0001F460> #werenotgonnatalkaboutjudy #twinpeaks #ju�,0,30/10/2019 13:31,1.18954E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MisfitToyArt,13,TRUE,FALSE
62,RT @densin_basira: <U+795D>!<U+30AA><U+30B9><U+30AB><U+30FC><U+540D><U+8A89><U+53D7><U+8CDE>! #<U+30C4><U+30A4><U+30F3><U+30D4><U+30FC><U+30AF><U+30B9> #twinpeaks #DavidLynch https://t.co/7OIsVF6VPU,0,30/10/2019 13:23,1.18953E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",syuna1973,12,TRUE,FALSE
63,"RT @vezina2001: Atomic Bombs - Eraserhead (1977) and Twin Peaks: The Return (2017).
#DavidLynch #Eraserhead #TwinPeaks https://t.co/BTBtwvX�",0,30/10/2019 13:23,1.18953E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JonSnow7u7,8,TRUE,FALSE
64,RT @RinaldoZoontjes: �Those GOP Fucks Are At It Again!!!�<U+0001F595><U+0001F3FB> - Dr. Amp. #DrAmp #LawrenceJacoby #RussTamblyn  #DigTheGOPIntoTheShit ##QuoteOf�,0,30/10/2019 13:20,1.18953E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",_blue__rose__,5,TRUE,FALSE
65,"RT @alicesukekiyo: 11<U+6708>14<U+65E5>(<U+6728>)<U+306E><U+30A4><U+30D9><U+30F3><U+30C8>
�20<U+53F0><U+4EE5><U+4E0A><U+306E>Sonos <U+30B9><U+30D4><U+30FC><U+30AB><U+30FC><U+3067><U+89B3><U+8CDE>!<U+30DB><U+30FC><U+30E0><U+30B7><U+30A2><U+30BF><U+30FC><U+578B><U+6620><U+753B><U+4E0A><U+6620><U+30A4><U+30D9><U+30F3><U+30C8><U+300C>Sonos Movie Night hosted by Kansano �
<U+884C><U+3051><U+306A><U+304F><U+306A><U+3063><U+305F><U+306E><U+3067>
1<U+679A><U+304A><U+8B72><U+308A><U+5148><U+63A2><U+3057><U+3066><U+304A><U+308A><U+307E><U+3059><U+0001F60C>
<U+30C1><U+30B1><U+30C3>�",0,30/10/2019 13:18,1.18953E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",hula2you,3,TRUE,FALSE
66,LO QUIERO TODOOOOO #TwinPeaks https://t.co/kDI2GadJWU,3,30/10/2019 13:14,1.18953E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",KentRockstar,0,FALSE,FALSE
67,"RT @alicesukekiyo: 11<U+6708>14<U+65E5>(<U+6728>)<U+306E><U+30A4><U+30D9><U+30F3><U+30C8>
�20<U+53F0><U+4EE5><U+4E0A><U+306E>Sonos <U+30B9><U+30D4><U+30FC><U+30AB><U+30FC><U+3067><U+89B3><U+8CDE>!<U+30DB><U+30FC><U+30E0><U+30B7><U+30A2><U+30BF><U+30FC><U+578B><U+6620><U+753B><U+4E0A><U+6620><U+30A4><U+30D9><U+30F3><U+30C8><U+300C>Sonos Movie Night hosted by Kansano �
<U+884C><U+3051><U+306A><U+304F><U+306A><U+3063><U+305F><U+306E><U+3067>
1<U+679A><U+304A><U+8B72><U+308A><U+5148><U+63A2><U+3057><U+3066><U+304A><U+308A><U+307E><U+3059><U+0001F60C>
<U+30C1><U+30B1><U+30C3>�",0,30/10/2019 13:13,1.18953E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",yoko_int,3,TRUE,FALSE
68,RT @RinaldoZoontjes: �Those GOP Fucks Are At It Again!!!�<U+0001F595><U+0001F3FB> - Dr. Amp. #DrAmp #LawrenceJacoby #RussTamblyn  #DigTheGOPIntoTheShit ##QuoteOf�,0,30/10/2019 13:12,1.18953E+18,NA,"<a href=""http://www.placeholder.com"" rel=""nofollow"">Twin Peaks bot news</a>",TwinPeaksBotNew,5,TRUE,FALSE
69,RT @RinaldoZoontjes: �Those GOP Fucks Are At It Again!!!�<U+0001F595><U+0001F3FB> - Dr. Amp. #DrAmp #LawrenceJacoby #RussTamblyn  #DigTheGOPIntoTheShit ##QuoteOf�,0,30/10/2019 13:12,1.18953E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",PasquinoSalento,5,TRUE,FALSE
70,"RT @alicesukekiyo: 11<U+6708>14<U+65E5>(<U+6728>)<U+306E><U+30A4><U+30D9><U+30F3><U+30C8>
�20<U+53F0><U+4EE5><U+4E0A><U+306E>Sonos <U+30B9><U+30D4><U+30FC><U+30AB><U+30FC><U+3067><U+89B3><U+8CDE>!<U+30DB><U+30FC><U+30E0><U+30B7><U+30A2><U+30BF><U+30FC><U+578B><U+6620><U+753B><U+4E0A><U+6620><U+30A4><U+30D9><U+30F3><U+30C8><U+300C>Sonos Movie Night hosted by Kansano �
<U+884C><U+3051><U+306A><U+304F><U+306A><U+3063><U+305F><U+306E><U+3067>
1<U+679A><U+304A><U+8B72><U+308A><U+5148><U+63A2><U+3057><U+3066><U+304A><U+308A><U+307E><U+3059><U+0001F60C>
<U+30C1><U+30B1><U+30C3>�",0,30/10/2019 13:09,1.18953E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",yoko_fls,3,TRUE,FALSE
71,"RT @didier_carette: The Journal  for the Study of Religion, Nature and Culture.

The esoteric symbolism of Twin Peaks.

https://t.co/Lzvu8p�",0,30/10/2019 13:08,1.18953E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NicolasElders,3,TRUE,FALSE
72,RT @RinaldoZoontjes: �Those GOP Fucks Are At It Again!!!�<U+0001F595><U+0001F3FB> - Dr. Amp. #DrAmp #LawrenceJacoby #RussTamblyn  #DigTheGOPIntoTheShit ##QuoteOf�,0,30/10/2019 13:04,1.18953E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",leftarmisme,5,TRUE,FALSE
73,�Those GOP Fucks Are At It Again!!!�<U+0001F595><U+0001F3FB> - Dr. Amp. #DrAmp #LawrenceJacoby #RussTamblyn  #DigTheGOPIntoTheShit #� https://t.co/kGa4jb9IjX,10,30/10/2019 13:02,1.18953E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RinaldoZoontjes,5,FALSE,FALSE
74,"11<U+6708>14<U+65E5>(<U+6728>)<U+306E><U+30A4><U+30D9><U+30F3><U+30C8>
�20<U+53F0><U+4EE5><U+4E0A><U+306E>Sonos <U+30B9><U+30D4><U+30FC><U+30AB><U+30FC><U+3067><U+89B3><U+8CDE>!<U+30DB><U+30FC><U+30E0><U+30B7><U+30A2><U+30BF><U+30FC><U+578B><U+6620><U+753B><U+4E0A><U+6620><U+30A4><U+30D9><U+30F3><U+30C8><U+300C>Sonos Movie Night hosted by Kansano �
<U+884C><U+3051><U+306A><U+304F><U+306A><U+3063><U+305F><U+306E><U+3067>
1<U+679A><U+304A><U+8B72><U+308A><U+5148><U+63A2><U+3057><U+3066><U+304A><U+308A><U+307E><U+3059>� https://t.co/GrwL0pjggu",0,30/10/2019 13:01,1.18953E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",alicesukekiyo,3,FALSE,FALSE
75,A photo of Dale Cooper from Twin Peaks every hour. #twinpeaks https://t.co/9LZM7p2yHR,3,30/10/2019 13:00,1.18953E+18,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",DaleCooperHour,0,FALSE,FALSE
76,"When you get to hang out with Leland (Ray Wise) of Twin Peaks you gotta take a selfie, right? #Twinpeaks https://t.co/TIC5GpdpCl",0,30/10/2019 12:55,1.18953E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",lbaer_lisa,0,FALSE,FALSE
77,RT @eliredman: #TwinPeaks #FWWM https://t.co/9PVOUIdPfJ,0,30/10/2019 12:55,1.18953E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Scott_Horses,2,TRUE,FALSE
78,"RT @RinaldoZoontjes: Good Morning, Good People!!! Happy Twin Peaks Wednesday Everyone!!! Have a Great Day!!! <U+0001F44D><U+0001F3FB> #TwinPeaks #ShellyJohnson #�",0,30/10/2019 12:52,1.18953E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Scott_Horses,9,TRUE,FALSE
79,RT @JKimmelG: Love these two #DynamicDuo #TressedtoKill #OriginalBros #CoopandTruman #TwinPeaks https://t.co/3RFSdSSLvh,0,30/10/2019 12:51,1.18953E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Scott_Horses,1,TRUE,FALSE
80,RT @LuciferRegrets: Have a happy #WindomEarle Wednesday folks...he really does deserve to have his own day #TwinPeaks <U+0001F499> https://t.co/TRbPfe�,0,30/10/2019 12:50,1.18953E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Scott_Horses,3,TRUE,FALSE
