"","Episode","word","sentiment"
"3310",NA,"indiscretion","negative"
"3311",NA,"indiscriminate","negative"
"3312",NA,"indiscriminately","negative"
"3313",NA,"indiscriminating","negative"
"3314",NA,"indistinguishable","negative"
"3315",NA,"individualized","positive"
"3316",NA,"indoctrinate","negative"
"3317",NA,"indoctrination","negative"
"3318",NA,"indolent","negative"
"3319",NA,"indulge","negative"
"3320",NA,"indulgence","positive"
"3321",NA,"indulgent","positive"
"3322",NA,"industrious","positive"
"3323",NA,"ineffective","negative"
"3324",NA,"ineffectively","negative"
"3325",NA,"ineffectiveness","negative"
"3326",NA,"ineffectual","negative"
"3327",NA,"ineffectually","negative"
"3328",NA,"ineffectualness","negative"
"3329",NA,"inefficacious","negative"
"3330",NA,"inefficacy","negative"
"3331",NA,"inefficiency","negative"
"3332",NA,"inefficient","negative"
"3333",NA,"inefficiently","negative"
"3334",NA,"inelegance","negative"
"3335",NA,"inelegant","negative"
"3336",NA,"ineligible","negative"
"3337",NA,"ineloquent","negative"
"3338",NA,"ineloquently","negative"
"3339",NA,"inept","negative"
"3340",NA,"ineptitude","negative"
"3341",NA,"ineptly","negative"
"3342",NA,"inequalities","negative"
"3343",NA,"inequality","negative"
"3344",NA,"inequitable","negative"
"3345",NA,"inequitably","negative"
"3346",NA,"inequities","negative"
"3347",NA,"inescapable","negative"
"3348",NA,"inescapably","negative"
"3349",NA,"inessential","negative"
"3350",NA,"inestimable","positive"
"3351",NA,"inestimably","positive"
"3352",NA,"inevitable","negative"
"3353",NA,"inevitably","negative"
"3354",NA,"inexcusable","negative"
"3355",NA,"inexcusably","negative"
"3356",NA,"inexorable","negative"
"3357",NA,"inexorably","negative"
"3358",NA,"inexpensive","positive"
"3359",NA,"inexperience","negative"
"3360",NA,"inexperienced","negative"
"3361",NA,"inexpert","negative"
"3362",NA,"inexpertly","negative"
"3363",NA,"inexpiable","negative"
"3364",NA,"inexplainable","negative"
"3365",NA,"inextricable","negative"
"3366",NA,"inextricably","negative"
"3367",NA,"infallibility","positive"
"3368",NA,"infallible","positive"
"3369",NA,"infallibly","positive"
"3370",NA,"infamous","negative"
"3371",NA,"infamously","negative"
"3372",NA,"infamy","negative"
"3373",NA,"infected","negative"
"3374",NA,"infection","negative"
"3375",NA,"infections","negative"
"3376",NA,"inferior","negative"
"3377",NA,"inferiority","negative"
"3378",NA,"infernal","negative"
"3379",NA,"infest","negative"
"3380",NA,"infested","negative"
"3381",NA,"infidel","negative"
"3382",NA,"infidels","negative"
"3383",NA,"infiltrator","negative"
"3384",NA,"infiltrators","negative"
"3385",NA,"infirm","negative"
"3386",NA,"inflame","negative"
"3387",NA,"inflammation","negative"
"3388",NA,"inflammatory","negative"
"3389",NA,"inflammed","negative"
"3390",NA,"inflated","negative"
"3391",NA,"inflationary","negative"
"3392",NA,"inflexible","negative"
"3393",NA,"inflict","negative"
"3394",NA,"influential","positive"
"3395",NA,"infraction","negative"
"3396",NA,"infringe","negative"
"3397",NA,"infringement","negative"
"3398",NA,"infringements","negative"
"3399",NA,"infuriate","negative"
"3400",NA,"infuriated","negative"
"3401",NA,"infuriating","negative"
"3402",NA,"infuriatingly","negative"
"3403",NA,"ingenious","positive"
"3404",NA,"ingeniously","positive"
"3405",NA,"ingenuity","positive"
"3406",NA,"ingenuous","positive"
"3407",NA,"ingenuously","positive"
"3408",NA,"inglorious","negative"
"3409",NA,"ingrate","negative"
"3410",NA,"ingratitude","negative"
"3411",NA,"inhibit","negative"
"3412",NA,"inhibition","negative"
"3413",NA,"inhospitable","negative"
"3414",NA,"inhospitality","negative"
"3415",NA,"inhuman","negative"
"3416",NA,"inhumane","negative"
"3417",NA,"inhumanity","negative"
"3418",NA,"inimical","negative"
"3419",NA,"inimically","negative"
"3420",NA,"iniquitous","negative"
"3421",NA,"iniquity","negative"
"3422",NA,"injudicious","negative"
"3423",NA,"injure","negative"
"3424",NA,"injurious","negative"
"3425",NA,"injury","negative"
"3426",NA,"injustice","negative"
"3427",NA,"injustices","negative"
"3428",NA,"innocuous","positive"
"3429",NA,"innovation","positive"
"3430",NA,"innovative","positive"
"3431",NA,"innuendo","negative"
"3432",NA,"inoperable","negative"
"3433",NA,"inopportune","negative"
"3434",NA,"inordinate","negative"
"3435",NA,"inordinately","negative"
"3436",NA,"inpressed","positive"
"3437",NA,"insane","negative"
"3438",NA,"insanely","negative"
"3439",NA,"insanity","negative"
"3440",NA,"insatiable","negative"
"3441",NA,"insecure","negative"
"3442",NA,"insecurity","negative"
"3443",NA,"insensible","negative"
"3444",NA,"insensitive","negative"
"3445",NA,"insensitively","negative"
"3446",NA,"insensitivity","negative"
"3447",NA,"insidious","negative"
"3448",NA,"insidiously","negative"
"3449",NA,"insightful","positive"
"3450",NA,"insightfully","positive"
"3451",NA,"insignificance","negative"
"3452",NA,"insignificant","negative"
"3453",NA,"insignificantly","negative"
"3454",NA,"insincere","negative"
"3455",NA,"insincerely","negative"
"3456",NA,"insincerity","negative"
"3457",NA,"insinuate","negative"
"3458",NA,"insinuating","negative"
"3459",NA,"insinuation","negative"
"3460",NA,"insociable","negative"
"3461",NA,"insolence","negative"
"3462",NA,"insolent","negative"
"3463",NA,"insolently","negative"
"3464",NA,"insolvent","negative"
"3465",NA,"insouciance","negative"
"3466",NA,"inspiration","positive"
"3467",NA,"inspirational","positive"
"3468",NA,"inspire","positive"
"3469",NA,"inspiring","positive"
"3470",NA,"instability","negative"
"3471",NA,"instable","negative"
"3472",NA,"instantly","positive"
"3473",NA,"instigate","negative"
"3474",NA,"instigator","negative"
"3475",NA,"instigators","negative"
"3476",NA,"instructive","positive"
"3477",NA,"instrumental","positive"
"3478",NA,"insubordinate","negative"
"3479",NA,"insubstantial","negative"
"3480",NA,"insubstantially","negative"
"3481",NA,"insufferable","negative"
"3482",NA,"insufferably","negative"
"3483",NA,"insufficiency","negative"
"3484",NA,"insufficient","negative"
"3485",NA,"insufficiently","negative"
"3486",NA,"insular","negative"
"3487",NA,"insult","negative"
"3488",NA,"insulted","negative"
"3489",NA,"insulting","negative"
"3490",NA,"insultingly","negative"
"3491",NA,"insults","negative"
"3492",NA,"insupportable","negative"
"3493",NA,"insupportably","negative"
"3494",NA,"insurmountable","negative"
"3495",NA,"insurmountably","negative"
"3496",NA,"insurrection","negative"
"3497",NA,"intefere","negative"
"3498",NA,"inteferes","negative"
"3499",NA,"integral","positive"
"3500",NA,"integrated","positive"
"3501",NA,"intelligence","positive"
"3502",NA,"intelligent","positive"
"3503",NA,"intelligible","positive"
"3504",NA,"intense","negative"
"3505",NA,"interesting","positive"
"3506",NA,"interests","positive"
"3507",NA,"interfere","negative"
"3508",NA,"interference","negative"
"3509",NA,"interferes","negative"
"3510",NA,"intermittent","negative"
"3511",NA,"interrupt","negative"
"3512",NA,"interruption","negative"
"3513",NA,"interruptions","negative"
"3514",NA,"intimacy","positive"
"3515",NA,"intimate","positive"
"3516",NA,"intimidate","negative"
"3517",NA,"intimidating","negative"
"3518",NA,"intimidatingly","negative"
"3519",NA,"intimidation","negative"
"3520",NA,"intolerable","negative"
"3521",NA,"intolerablely","negative"
"3522",NA,"intolerance","negative"
"3523",NA,"intoxicate","negative"
"3524",NA,"intractable","negative"
"3525",NA,"intransigence","negative"
"3526",NA,"intransigent","negative"
"3527",NA,"intricate","positive"
"3528",NA,"intrigue","positive"
"3529",NA,"intriguing","positive"
"3530",NA,"intriguingly","positive"
"3531",NA,"intrude","negative"
"3532",NA,"intrusion","negative"
"3533",NA,"intrusive","negative"
"3534",NA,"intuitive","positive"
"3535",NA,"inundate","negative"
"3536",NA,"inundated","negative"
"3537",NA,"invader","negative"
"3538",NA,"invalid","negative"
"3539",NA,"invalidate","negative"
"3540",NA,"invalidity","negative"
"3541",NA,"invaluable","positive"
"3542",NA,"invaluablely","positive"
"3543",NA,"invasive","negative"
"3544",NA,"invective","negative"
"3545",NA,"inveigle","negative"
"3546",NA,"inventive","positive"
"3547",NA,"invidious","negative"
"3548",NA,"invidiously","negative"
"3549",NA,"invidiousness","negative"
"3550",NA,"invigorate","positive"
"3551",NA,"invigorating","positive"
"3552",NA,"invincibility","positive"
"3553",NA,"invincible","positive"
"3554",NA,"inviolable","positive"
"3555",NA,"inviolate","positive"
"3556",NA,"invisible","negative"
"3557",NA,"involuntarily","negative"
"3558",NA,"involuntary","negative"
"3559",NA,"invulnerable","positive"
"3560",NA,"irascible","negative"
"3561",NA,"irate","negative"
"3562",NA,"irately","negative"
"3563",NA,"ire","negative"
"3564",NA,"irk","negative"
"3565",NA,"irked","negative"
"3566",NA,"irking","negative"
"3567",NA,"irks","negative"
"3568",NA,"irksome","negative"
"3569",NA,"irksomely","negative"
"3570",NA,"irksomeness","negative"
"3571",NA,"irksomenesses","negative"
"3572",NA,"ironic","negative"
"3573",NA,"ironical","negative"
"3574",NA,"ironically","negative"
"3575",NA,"ironies","negative"
"3576",NA,"irony","negative"
"3577",NA,"irragularity","negative"
"3578",NA,"irrational","negative"
"3579",NA,"irrationalities","negative"
"3580",NA,"irrationality","negative"
"3581",NA,"irrationally","negative"
"3582",NA,"irrationals","negative"
"3583",NA,"irreconcilable","negative"
"3584",NA,"irrecoverable","negative"
"3585",NA,"irrecoverableness","negative"
"3586",NA,"irrecoverablenesses","negative"
"3587",NA,"irrecoverably","negative"
"3588",NA,"irredeemable","negative"
"3589",NA,"irredeemably","negative"
"3590",NA,"irreformable","negative"
"3591","s1e8","irregular","negative"
"3592",NA,"irregularity","negative"
"3593",NA,"irrelevance","negative"
"3594",NA,"irrelevant","negative"
"3595",NA,"irreparable","negative"
"3596",NA,"irreplaceable","positive"
"3597",NA,"irreplacible","negative"
"3598",NA,"irrepressible","negative"
"3599",NA,"irreproachable","positive"
"3600",NA,"irresistible","positive"
"3601",NA,"irresistibly","positive"
"3602",NA,"irresolute","negative"
"3603",NA,"irresolvable","negative"
"3604",NA,"irresponsible","negative"
"3605",NA,"irresponsibly","negative"
"3606",NA,"irretating","negative"
"3607",NA,"irretrievable","negative"
"3608",NA,"irreversible","negative"
"3609",NA,"irritable","negative"
"3610",NA,"irritably","negative"
"3611",NA,"irritant","negative"
"3612",NA,"irritate","negative"
"3613",NA,"irritated","negative"
"3614",NA,"irritating","negative"
"3615",NA,"irritation","negative"
"3616",NA,"irritations","negative"
"3617",NA,"isolate","negative"
"3618",NA,"isolated","negative"
"3619",NA,"isolation","negative"
"3620",NA,"issue","negative"
"3621",NA,"issue-free","positive"
"3622",NA,"issues","negative"
"3623",NA,"itch","negative"
"3624",NA,"itching","negative"
"3625",NA,"itchy","negative"
"3626",NA,"jabber","negative"
"3627",NA,"jaded","negative"
"3628",NA,"jagged","negative"
"3629",NA,"jam","negative"
"3630",NA,"jarring","negative"
"3631",NA,"jaundiced","negative"
"3632",NA,"jaw-droping","positive"
"3633",NA,"jaw-dropping","positive"
"3634",NA,"jealous","negative"
"3635",NA,"jealously","negative"
"3636",NA,"jealousness","negative"
"3637",NA,"jealousy","negative"
"3638",NA,"jeer","negative"
"3639",NA,"jeering","negative"
"3640",NA,"jeeringly","negative"
"3641",NA,"jeers","negative"
"3642",NA,"jeopardize","negative"
"3643",NA,"jeopardy","negative"
"3644",NA,"jerk","negative"
"3645",NA,"jerky","negative"
"3646",NA,"jitter","negative"
"3647",NA,"jitters","negative"
"3648",NA,"jittery","negative"
"3649",NA,"job-killing","negative"
"3650",NA,"jobless","negative"
"3651",NA,"joke","negative"
"3652",NA,"joker","negative"
"3653",NA,"jollify","positive"
"3654",NA,"jolly","positive"
"3655",NA,"jolt","negative"
"3656",NA,"jovial","positive"
"3657",NA,"joy","positive"
"3658",NA,"joyful","positive"
"3659",NA,"joyfully","positive"
"3660",NA,"joyous","positive"
"3661",NA,"joyously","positive"
"3662",NA,"jubilant","positive"
"3663",NA,"jubilantly","positive"
"3664",NA,"jubilate","positive"
"3665",NA,"jubilation","positive"
"3666",NA,"jubiliant","positive"
"3667",NA,"judder","negative"
"3668",NA,"juddering","negative"
"3669",NA,"judders","negative"
"3670",NA,"judicious","positive"
"3671",NA,"jumpy","negative"
"3672",NA,"junk","negative"
"3673",NA,"junky","negative"
"3674",NA,"junkyard","negative"
"3675",NA,"justly","positive"
"3676",NA,"jutter","negative"
"3677",NA,"jutters","negative"
"3678",NA,"kaput","negative"
"3679",NA,"keen","positive"
"3680",NA,"keenly","positive"
"3681",NA,"keenness","positive"
"3682",NA,"kid-friendly","positive"
"3683",NA,"kill","negative"
"3684",NA,"killed","negative"
"3685",NA,"killer","negative"
"3686",NA,"killing","negative"
"3687",NA,"killjoy","negative"
"3688",NA,"kills","negative"
"3689",NA,"kindliness","positive"
"3690",NA,"kindly","positive"
"3691",NA,"kindness","positive"
"3692",NA,"knave","negative"
"3693",NA,"knife","negative"
"3694",NA,"knock","negative"
"3695",NA,"knotted","negative"
"3696",NA,"knowledgeable","positive"
"3697",NA,"kook","negative"
"3698",NA,"kooky","negative"
"3699",NA,"kudos","positive"
"3700",NA,"lack","negative"
"3701",NA,"lackadaisical","negative"
"3702",NA,"lacked","negative"
"3703",NA,"lackey","negative"
"3704",NA,"lackeys","negative"
"3705",NA,"lacking","negative"
"3706",NA,"lackluster","negative"
"3707",NA,"lacks","negative"
"3708",NA,"laconic","negative"
"3709",NA,"lag","negative"
"3710",NA,"lagged","negative"
"3711",NA,"lagging","negative"
"3712",NA,"laggy","negative"
"3713",NA,"lags","negative"
"3714",NA,"laid-off","negative"
"3715",NA,"lambast","negative"
"3716",NA,"lambaste","negative"
"3717",NA,"lame","negative"
"3718",NA,"lame-duck","negative"
"3719",NA,"lament","negative"
"3720",NA,"lamentable","negative"
"3721",NA,"lamentably","negative"
"3722",NA,"languid","negative"
"3723",NA,"languish","negative"
"3724",NA,"languor","negative"
"3725",NA,"languorous","negative"
"3726",NA,"languorously","negative"
"3727",NA,"lanky","negative"
"3728",NA,"lapse","negative"
"3729",NA,"lapsed","negative"
"3730",NA,"lapses","negative"
"3731",NA,"large-capacity","positive"
"3732",NA,"lascivious","negative"
"3733",NA,"last-ditch","negative"
"3734",NA,"latency","negative"
"3735",NA,"laud","positive"
"3736",NA,"laudable","positive"
"3737",NA,"laudably","positive"
"3738",NA,"laughable","negative"
"3739",NA,"laughably","negative"
"3740",NA,"laughingstock","negative"
"3741",NA,"lavish","positive"
"3742",NA,"lavishly","positive"
"3743",NA,"law-abiding","positive"
"3744",NA,"lawbreaker","negative"
"3745",NA,"lawbreaking","negative"
"3746",NA,"lawful","positive"
"3747",NA,"lawfully","positive"
"3748",NA,"lawless","negative"
"3749",NA,"lawlessness","negative"
"3750",NA,"layoff","negative"
"3751",NA,"layoff-happy","negative"
"3752",NA,"lazy","negative"
"3753",NA,"lead","positive"
"3754",NA,"leading","positive"
"3755",NA,"leads","positive"
"3756",NA,"leak","negative"
"3757",NA,"leakage","negative"
"3758",NA,"leakages","negative"
"3759",NA,"leaking","negative"
"3760",NA,"leaks","negative"
"3761",NA,"leaky","negative"
"3762",NA,"lean","positive"
"3763",NA,"lech","negative"
"3764",NA,"lecher","negative"
"3765",NA,"lecherous","negative"
"3766",NA,"lechery","negative"
"3767",NA,"led","positive"
"3768",NA,"leech","negative"
"3769",NA,"leer","negative"
"3770",NA,"leery","negative"
"3771",NA,"left-leaning","negative"
"3772",NA,"legendary","positive"
"3773",NA,"lemon","negative"
"3774",NA,"lengthy","negative"
"3775",NA,"less-developed","negative"
"3776",NA,"lesser-known","negative"
"3777",NA,"letch","negative"
"3778",NA,"lethal","negative"
"3779",NA,"lethargic","negative"
"3780",NA,"lethargy","negative"
"3781",NA,"leverage","positive"
"3782",NA,"levity","positive"
"3783",NA,"lewd","negative"
"3784",NA,"lewdly","negative"
"3785",NA,"lewdness","negative"
"3786",NA,"liability","negative"
"3787",NA,"liable","negative"
"3788",NA,"liar","negative"
"3789",NA,"liars","negative"
"3790",NA,"liberate","positive"
"3791",NA,"liberation","positive"
"3792",NA,"liberty","positive"
"3793",NA,"licentious","negative"
"3794",NA,"licentiously","negative"
"3795",NA,"licentiousness","negative"
"3796",NA,"lie","negative"
"3797",NA,"lied","negative"
"3798",NA,"lier","negative"
"3799",NA,"lies","negative"
"3800",NA,"life-threatening","negative"
"3801",NA,"lifeless","negative"
"3802",NA,"lifesaver","positive"
"3803",NA,"light-hearted","positive"
"3804",NA,"lighter","positive"
"3805",NA,"likable","positive"
"3806","s1e7","like","positive"
"3807",NA,"liked","positive"
"3808",NA,"likes","positive"
"3809",NA,"liking","positive"
"3810",NA,"limit","negative"
"3811",NA,"limitation","negative"
"3812",NA,"limitations","negative"
"3813",NA,"limited","negative"
"3814",NA,"limits","negative"
"3815",NA,"limp","negative"
"3816",NA,"lionhearted","positive"
"3817",NA,"listless","negative"
"3818",NA,"litigious","negative"
"3819",NA,"little-known","negative"
"3820",NA,"lively","positive"
"3821",NA,"livid","negative"
"3822",NA,"lividly","negative"
"3823",NA,"loath","negative"
"3824",NA,"loathe","negative"
"3825",NA,"loathing","negative"
"3826",NA,"loathly","negative"
"3827",NA,"loathsome","negative"
"3828",NA,"loathsomely","negative"
"3829",NA,"logical","positive"
"3830",NA,"lone","negative"
"3831",NA,"loneliness","negative"
"3832",NA,"lonely","negative"
"3833",NA,"loner","negative"
"3834","s1e1","lonesome","negative"
"3835",NA,"long-lasting","positive"
"3836",NA,"long-time","negative"
"3837",NA,"long-winded","negative"
"3838",NA,"longing","negative"
"3839",NA,"longingly","negative"
"3840",NA,"loophole","negative"
"3841",NA,"loopholes","negative"
"3842",NA,"loose","negative"
"3843",NA,"loot","negative"
"3844",NA,"lorn","negative"
"3845",NA,"lose","negative"
"3846",NA,"loser","negative"
"3847",NA,"losers","negative"
"3848","s1e6","loses","negative"
"3849",NA,"losing","negative"
"3850",NA,"loss","negative"
"3851",NA,"losses","negative"
"3852",NA,"lost","negative"
"3853",NA,"loud","negative"
"3854",NA,"louder","negative"
"3855",NA,"lousy","negative"
"3856",NA,"lovable","positive"
"3857",NA,"lovably","positive"
"3858",NA,"love","positive"
"3859",NA,"loved","positive"
"3860",NA,"loveless","negative"
"3861",NA,"loveliness","positive"
"3862",NA,"lovelorn","negative"
"3863",NA,"lovely","positive"
"3864",NA,"lover","positive"
"3865",NA,"loves","positive"
"3866",NA,"loving","positive"
"3867",NA,"low-cost","positive"
"3868",NA,"low-price","positive"
"3869",NA,"low-priced","positive"
"3870",NA,"low-rated","negative"
"3871",NA,"low-risk","positive"
"3872",NA,"lower-priced","positive"
"3873",NA,"lowly","negative"
"3874",NA,"loyal","positive"
"3875",NA,"loyalty","positive"
"3876",NA,"lucid","positive"
"3877",NA,"lucidly","positive"
"3878",NA,"luck","positive"
"3879",NA,"luckier","positive"
"3880",NA,"luckiest","positive"
"3881",NA,"luckiness","positive"
"3882","s1e3","lucky","positive"
"3883",NA,"lucrative","positive"
"3884",NA,"ludicrous","negative"
"3885",NA,"ludicrously","negative"
"3886",NA,"lugubrious","negative"
"3887",NA,"lukewarm","negative"
"3888",NA,"lull","negative"
"3889",NA,"luminous","positive"
"3890",NA,"lumpy","negative"
"3891",NA,"lunatic","negative"
"3892",NA,"lunaticism","negative"
"3893",NA,"lurch","negative"
"3894",NA,"lure","negative"
"3895",NA,"lurid","negative"
"3896",NA,"lurk","negative"
"3897",NA,"lurking","negative"
"3898",NA,"lush","positive"
"3899",NA,"luster","positive"
"3900",NA,"lustrous","positive"
"3901",NA,"luxuriant","positive"
"3902",NA,"luxuriate","positive"
"3903",NA,"luxurious","positive"
"3904",NA,"luxuriously","positive"
"3905",NA,"luxury","positive"
"3906",NA,"lying","negative"
"3907",NA,"lyrical","positive"
"3908",NA,"macabre","negative"
"3909",NA,"mad","negative"
"3910",NA,"madden","negative"
"3911",NA,"maddening","negative"
"3912",NA,"maddeningly","negative"
"3913",NA,"madder","negative"
"3914",NA,"madly","negative"
"3915",NA,"madman","negative"
"3916",NA,"madness","negative"
"3917",NA,"magic","positive"
"3918",NA,"magical","positive"
"3919",NA,"magnanimous","positive"
"3920",NA,"magnanimously","positive"
"3921",NA,"magnificence","positive"
"3922",NA,"magnificent","positive"
"3923",NA,"magnificently","positive"
"3924",NA,"majestic","positive"
"3925",NA,"majesty","positive"
"3926",NA,"maladjusted","negative"
"3927",NA,"maladjustment","negative"
"3928",NA,"malady","negative"
"3929",NA,"malaise","negative"
"3930",NA,"malcontent","negative"
"3931",NA,"malcontented","negative"
"3932",NA,"maledict","negative"
"3933",NA,"malevolence","negative"
"3934",NA,"malevolent","negative"
"3935",NA,"malevolently","negative"
"3936",NA,"malice","negative"
"3937",NA,"malicious","negative"
"3938",NA,"maliciously","negative"
"3939",NA,"maliciousness","negative"
"3940",NA,"malign","negative"
"3941",NA,"malignant","negative"
"3942",NA,"malodorous","negative"
"3943",NA,"maltreatment","negative"
"3944",NA,"manageable","positive"
"3945",NA,"maneuverable","positive"
"3946",NA,"mangle","negative"
"3947",NA,"mangled","negative"
"3948",NA,"mangles","negative"
"3949",NA,"mangling","negative"
"3950",NA,"mania","negative"
"3951",NA,"maniac","negative"
"3952",NA,"maniacal","negative"
"3953",NA,"manic","negative"
"3954",NA,"manipulate","negative"
"3955",NA,"manipulation","negative"
"3956",NA,"manipulative","negative"
"3957",NA,"manipulators","negative"
"3958",NA,"mar","negative"
"3959",NA,"marginal","negative"
"3960",NA,"marginally","negative"
"3961",NA,"martyrdom","negative"
"3962",NA,"martyrdom-seeking","negative"
"3963",NA,"marvel","positive"
"3964",NA,"marveled","positive"
"3965",NA,"marvelled","positive"
"3966",NA,"marvellous","positive"
"3967",NA,"marvelous","positive"
"3968",NA,"marvelously","positive"
"3969",NA,"marvelousness","positive"
"3970",NA,"marvels","positive"
"3971",NA,"mashed","negative"
"3972",NA,"massacre","negative"
"3973",NA,"massacres","negative"
"3974",NA,"master","positive"
"3975",NA,"masterful","positive"
"3976",NA,"masterfully","positive"
"3977",NA,"masterpiece","positive"
"3978",NA,"masterpieces","positive"
"3979",NA,"masters","positive"
"3980",NA,"mastery","positive"
"3981",NA,"matchless","positive"
"3982",NA,"matte","negative"
"3983",NA,"mature","positive"
"3984",NA,"maturely","positive"
"3985",NA,"maturity","positive"
"3986",NA,"mawkish","negative"
"3987",NA,"mawkishly","negative"
"3988",NA,"mawkishness","negative"
"3989",NA,"meager","negative"
"3990",NA,"meaningful","positive"
"3991",NA,"meaningless","negative"
"3992",NA,"meanness","negative"
"3993",NA,"measly","negative"
"3994",NA,"meddle","negative"
"3995",NA,"meddlesome","negative"
"3996",NA,"mediocre","negative"
"3997",NA,"mediocrity","negative"
"3998",NA,"melancholy","negative"
"3999",NA,"melodramatic","negative"
"4000",NA,"melodramatically","negative"
"4001",NA,"meltdown","negative"
"4002",NA,"memorable","positive"
"4003",NA,"menace","negative"
"4004",NA,"menacing","negative"
"4005",NA,"menacingly","negative"
"4006",NA,"mendacious","negative"
"4007",NA,"mendacity","negative"
"4008",NA,"menial","negative"
"4009",NA,"merciful","positive"
"4010",NA,"mercifully","positive"
"4011",NA,"merciless","negative"
"4012",NA,"mercilessly","negative"
"4013",NA,"mercy","positive"
"4014",NA,"merit","positive"
"4015",NA,"meritorious","positive"
"4016",NA,"merrily","positive"
"4017",NA,"merriment","positive"
"4018",NA,"merriness","positive"
"4019",NA,"merry","positive"
"4020",NA,"mesmerize","positive"
"4021",NA,"mesmerized","positive"
"4022",NA,"mesmerizes","positive"
"4023",NA,"mesmerizing","positive"
"4024",NA,"mesmerizingly","positive"
"4025",NA,"mess","negative"
"4026",NA,"messed","negative"
"4027",NA,"messes","negative"
"4028",NA,"messing","negative"
"4029",NA,"messy","negative"
"4030",NA,"meticulous","positive"
"4031",NA,"meticulously","positive"
"4032",NA,"midget","negative"
"4033",NA,"miff","negative"
"4034",NA,"mightily","positive"
"4035",NA,"mighty","positive"
"4036",NA,"militancy","negative"
"4037",NA,"mind-blowing","positive"
"4038",NA,"mindless","negative"
"4039",NA,"mindlessly","negative"
"4040",NA,"miracle","positive"
"4041",NA,"miracles","positive"
"4042",NA,"miraculous","positive"
"4043",NA,"miraculously","positive"
"4044",NA,"miraculousness","positive"
"4045",NA,"mirage","negative"
"4046",NA,"mire","negative"
"4047",NA,"misalign","negative"
"4048",NA,"misaligned","negative"
"4049",NA,"misaligns","negative"
"4050",NA,"misapprehend","negative"
"4051",NA,"misbecome","negative"
"4052",NA,"misbecoming","negative"
"4053",NA,"misbegotten","negative"
"4054",NA,"misbehave","negative"
"4055",NA,"misbehavior","negative"
"4056",NA,"miscalculate","negative"
"4057",NA,"miscalculation","negative"
"4058",NA,"miscellaneous","negative"
"4059",NA,"mischief","negative"
"4060",NA,"mischievous","negative"
"4061",NA,"mischievously","negative"
"4062",NA,"misconception","negative"
"4063",NA,"misconceptions","negative"
"4064",NA,"miscreant","negative"
"4065",NA,"miscreants","negative"
"4066",NA,"misdirection","negative"
"4067",NA,"miser","negative"
"4068",NA,"miserable","negative"
"4069",NA,"miserableness","negative"
"4070",NA,"miserably","negative"
"4071",NA,"miseries","negative"
"4072",NA,"miserly","negative"
"4073",NA,"misery","negative"
"4074",NA,"misfit","negative"
"4075",NA,"misfortune","negative"
"4076",NA,"misgiving","negative"
"4077",NA,"misgivings","negative"
"4078",NA,"misguidance","negative"
"4079",NA,"misguide","negative"
"4080",NA,"misguided","negative"
"4081",NA,"mishandle","negative"
"4082",NA,"mishap","negative"
"4083",NA,"misinform","negative"
"4084",NA,"misinformed","negative"
"4085",NA,"misinterpret","negative"
"4086",NA,"misjudge","negative"
"4087",NA,"misjudgment","negative"
"4088",NA,"mislead","negative"
"4089",NA,"misleading","negative"
"4090",NA,"misleadingly","negative"
"4091",NA,"mislike","negative"
"4092",NA,"mismanage","negative"
"4093",NA,"mispronounce","negative"
"4094",NA,"mispronounced","negative"
"4095",NA,"mispronounces","negative"
"4096",NA,"misread","negative"
"4097",NA,"misreading","negative"
"4098",NA,"misrepresent","negative"
"4099",NA,"misrepresentation","negative"
"4100",NA,"miss","negative"
"4101",NA,"missed","negative"
"4102",NA,"misses","negative"
"4103",NA,"misstatement","negative"
"4104",NA,"mist","negative"
"4105",NA,"mistake","negative"
"4106",NA,"mistaken","negative"
"4107",NA,"mistakenly","negative"
"4108",NA,"mistakes","negative"
"4109",NA,"mistified","negative"
"4110",NA,"mistress","negative"
"4111",NA,"mistrust","negative"
"4112",NA,"mistrustful","negative"
"4113",NA,"mistrustfully","negative"
"4114",NA,"mists","negative"
"4115",NA,"misunderstand","negative"
"4116",NA,"misunderstanding","negative"
"4117",NA,"misunderstandings","negative"
"4118",NA,"misunderstood","negative"
"4119",NA,"misuse","negative"
"4120",NA,"moan","negative"
"4121",NA,"mobster","negative"
"4122",NA,"mock","negative"
"4123",NA,"mocked","negative"
"4124",NA,"mockeries","negative"
"4125",NA,"mockery","negative"
"4126",NA,"mocking","negative"
"4127",NA,"mockingly","negative"
"4128",NA,"mocks","negative"
"4129",NA,"modern","positive"
"4130",NA,"modest","positive"
"4131",NA,"modesty","positive"
"4132",NA,"molest","negative"
"4133",NA,"molestation","negative"
"4134",NA,"momentous","positive"
"4135",NA,"monotonous","negative"
"4136",NA,"monotony","negative"
"4137",NA,"monster","negative"
"4138",NA,"monstrosities","negative"
"4139",NA,"monstrosity","negative"
"4140",NA,"monstrous","negative"
"4141",NA,"monstrously","negative"
"4142",NA,"monumental","positive"
"4143",NA,"monumentally","positive"
"4144",NA,"moody","negative"
"4145",NA,"moot","negative"
"4146",NA,"mope","negative"
"4147",NA,"morality","positive"
"4148",NA,"morbid","negative"
"4149",NA,"morbidly","negative"
"4150",NA,"mordant","negative"
"4151",NA,"mordantly","negative"
"4152",NA,"moribund","negative"
"4153",NA,"moron","negative"
"4154",NA,"moronic","negative"
"4155",NA,"morons","negative"
