"","Episode","word","value"
"1019",NA,"frauds",-4
"1020",NA,"fraudster",-4
"1021",NA,"fraudsters",-4
"1022",NA,"fraudulence",-4
"1023",NA,"fraudulent",-4
"1024",NA,"free",1
"1025",NA,"freedom",2
"1026",NA,"frenzy",-3
"1027",NA,"fresh",1
"1028",NA,"friendly",2
"1029",NA,"fright",-2
"1030",NA,"frightened",-2
"1031",NA,"frightening",-3
"1032",NA,"frikin",-2
"1033",NA,"frisky",2
"1034",NA,"frowning",-1
"1035",NA,"frustrate",-2
"1036",NA,"frustrated",-2
"1037",NA,"frustrates",-2
"1038",NA,"frustrating",-2
"1039",NA,"frustration",-2
"1040",NA,"ftw",3
"1041",NA,"fuck",-4
"1042",NA,"fucked",-4
"1043",NA,"fucker",-4
"1044",NA,"fuckers",-4
"1045",NA,"fuckface",-4
"1046",NA,"fuckhead",-4
"1047",NA,"fucking",-4
"1048",NA,"fucktard",-4
"1049",NA,"fud",-3
"1050",NA,"fuked",-4
"1051",NA,"fuking",-4
"1052",NA,"fulfill",2
"1053",NA,"fulfilled",2
"1054",NA,"fulfills",2
"1055",NA,"fuming",-2
"1056",NA,"fun",4
"1057","s1e4","funeral",-1
"1058",NA,"funerals",-1
"1059",NA,"funky",2
"1060",NA,"funnier",4
"1061",NA,"funny",4
"1062",NA,"furious",-3
"1063",NA,"futile",2
"1064",NA,"gag",-2
"1065",NA,"gagged",-2
"1066",NA,"gain",2
"1067",NA,"gained",2
"1068",NA,"gaining",2
"1069",NA,"gains",2
"1070",NA,"gallant",3
"1071",NA,"gallantly",3
"1072",NA,"gallantry",3
"1073",NA,"generous",2
"1074",NA,"genial",3
"1075",NA,"ghost",-1
"1076",NA,"giddy",-2
"1077",NA,"gift",2
"1078",NA,"glad",3
"1079",NA,"glamorous",3
"1080",NA,"glamourous",3
"1081",NA,"glee",3
"1082",NA,"gleeful",3
"1083",NA,"gloom",-1
"1084",NA,"gloomy",-2
"1085",NA,"glorious",2
"1086",NA,"glory",2
"1087",NA,"glum",-2
"1088","s1e6","god",1
"1089",NA,"goddamn",-3
"1090",NA,"godsend",4
"1091","s1e4","good",3
"1092",NA,"goodness",3
"1093",NA,"grace",1
"1094",NA,"gracious",3
"1095",NA,"grand",3
"1096",NA,"grant",1
"1097",NA,"granted",1
"1098",NA,"granting",1
"1099",NA,"grants",1
"1100",NA,"grateful",3
"1101",NA,"gratification",2
"1102",NA,"grave",-2
"1103",NA,"gray",-1
"1104","s1e2","great",3
"1105","s1e6","great",3
"1106",NA,"greater",3
"1107",NA,"greatest",3
"1108",NA,"greed",-3
"1109",NA,"greedy",-2
"1110",NA,"green wash",-3
"1111",NA,"green washing",-3
"1112",NA,"greenwash",-3
"1113",NA,"greenwasher",-3
"1114",NA,"greenwashers",-3
"1115",NA,"greenwashing",-3
"1116",NA,"greet",1
"1117",NA,"greeted",1
"1118",NA,"greeting",1
"1119",NA,"greetings",2
"1120",NA,"greets",1
"1121",NA,"grey",-1
"1122",NA,"grief",-2
"1123",NA,"grieved",-2
"1124",NA,"gross",-2
"1125",NA,"growing",1
"1126",NA,"growth",2
"1127",NA,"guarantee",1
"1128",NA,"guilt",-3
"1129",NA,"guilty",-3
"1130",NA,"gullibility",-2
"1131",NA,"gullible",-2
"1132",NA,"gun",-1
"1133",NA,"ha",2
"1134",NA,"hacked",-1
"1135",NA,"haha",3
"1136",NA,"hahaha",3
"1137",NA,"hahahah",3
"1138",NA,"hail",2
"1139",NA,"hailed",2
"1140",NA,"hapless",-2
"1141",NA,"haplessness",-2
"1142",NA,"happiness",3
"1143",NA,"happy",3
"1144",NA,"hard",-1
"1145",NA,"hardier",2
"1146",NA,"hardship",-2
"1147",NA,"hardy",2
"1148",NA,"harm",-2
"1149",NA,"harmed",-2
"1150",NA,"harmful",-2
"1151",NA,"harming",-2
"1152",NA,"harms",-2
"1153",NA,"harried",-2
"1154",NA,"harsh",-2
"1155",NA,"harsher",-2
"1156",NA,"harshest",-2
"1157",NA,"hate",-3
"1158",NA,"hated",-3
"1159",NA,"haters",-3
"1160",NA,"hates",-3
"1161",NA,"hating",-3
"1162",NA,"haunt",-1
"1163",NA,"haunted",-2
"1164",NA,"haunting",1
"1165",NA,"haunts",-1
"1166",NA,"havoc",-2
"1167",NA,"healthy",2
"1168",NA,"heartbreaking",-3
"1169",NA,"heartbroken",-3
"1170",NA,"heartfelt",3
"1171",NA,"heaven",2
"1172",NA,"heavenly",4
"1173",NA,"heavyhearted",-2
"1174",NA,"hell",-4
"1175",NA,"help",2
"1176",NA,"helpful",2
"1177",NA,"helping",2
"1178",NA,"helpless",-2
"1179",NA,"helps",2
"1180",NA,"hero",2
"1181",NA,"heroes",2
"1182",NA,"heroic",3
"1183",NA,"hesitant",-2
"1184",NA,"hesitate",-2
"1185",NA,"hid",-1
"1186",NA,"hide",-1
"1187",NA,"hides",-1
"1188","s1e7","hiding",-1
"1189",NA,"highlight",2
"1190",NA,"hilarious",2
"1191",NA,"hindrance",-2
"1192",NA,"hoax",-2
"1193",NA,"homesick",-2
"1194",NA,"honest",2
"1195",NA,"honor",2
"1196",NA,"honored",2
"1197",NA,"honoring",2
"1198",NA,"honour",2
"1199",NA,"honoured",2
"1200",NA,"honouring",2
"1201",NA,"hooligan",-2
"1202",NA,"hooliganism",-2
"1203",NA,"hooligans",-2
"1204",NA,"hope",2
"1205",NA,"hopeful",2
"1206",NA,"hopefully",2
"1207",NA,"hopeless",-2
"1208",NA,"hopelessness",-2
"1209",NA,"hopes",2
"1210",NA,"hoping",2
"1211",NA,"horrendous",-3
"1212",NA,"horrible",-3
"1213",NA,"horrific",-3
"1214",NA,"horrified",-3
"1215",NA,"hostile",-2
"1216",NA,"huckster",-2
"1217",NA,"hug",2
"1218",NA,"huge",1
"1219",NA,"hugs",2
"1220",NA,"humerous",3
"1221",NA,"humiliated",-3
"1222",NA,"humiliation",-3
"1223",NA,"humor",2
"1224",NA,"humorous",2
"1225",NA,"humour",2
"1226",NA,"humourous",2
"1227",NA,"hunger",-2
"1228",NA,"hurrah",5
"1229",NA,"hurt",-2
"1230",NA,"hurting",-2
"1231",NA,"hurts",-2
"1232",NA,"hypocritical",-2
"1233",NA,"hysteria",-3
"1234",NA,"hysterical",-3
"1235",NA,"hysterics",-3
"1236",NA,"idiot",-3
"1237",NA,"idiotic",-3
"1238",NA,"ignorance",-2
"1239",NA,"ignorant",-2
"1240",NA,"ignore",-1
"1241",NA,"ignored",-2
"1242",NA,"ignores",-1
"1243",NA,"ill",-2
"1244",NA,"illegal",-3
"1245",NA,"illiteracy",-2
"1246",NA,"illness",-2
"1247",NA,"illnesses",-2
"1248",NA,"imbecile",-3
"1249",NA,"immobilized",-1
"1250",NA,"immortal",2
"1251",NA,"immune",1
"1252",NA,"impatient",-2
"1253",NA,"imperfect",-2
"1254",NA,"importance",2
"1255",NA,"important",2
"1256",NA,"impose",-1
"1257",NA,"imposed",-1
"1258",NA,"imposes",-1
"1259",NA,"imposing",-1
"1260",NA,"impotent",-2
"1261",NA,"impress",3
"1262",NA,"impressed",3
"1263",NA,"impresses",3
"1264",NA,"impressive",3
"1265",NA,"imprisoned",-2
"1266",NA,"improve",2
"1267",NA,"improved",2
"1268",NA,"improvement",2
"1269",NA,"improves",2
"1270",NA,"improving",2
"1271",NA,"inability",-2
"1272",NA,"inaction",-2
"1273",NA,"inadequate",-2
"1274",NA,"incapable",-2
"1275",NA,"incapacitated",-2
"1276",NA,"incensed",-2
"1277",NA,"incompetence",-2
"1278",NA,"incompetent",-2
"1279",NA,"inconsiderate",-2
"1280",NA,"inconvenience",-2
"1281",NA,"inconvenient",-2
"1282",NA,"increase",1
"1283",NA,"increased",1
"1284",NA,"indecisive",-2
"1285",NA,"indestructible",2
"1286",NA,"indifference",-2
"1287",NA,"indifferent",-2
"1288",NA,"indignant",-2
"1289",NA,"indignation",-2
"1290",NA,"indoctrinate",-2
"1291",NA,"indoctrinated",-2
"1292",NA,"indoctrinates",-2
"1293",NA,"indoctrinating",-2
"1294",NA,"ineffective",-2
"1295",NA,"ineffectively",-2
"1296",NA,"infatuated",2
"1297",NA,"infatuation",2
"1298",NA,"infected",-2
"1299",NA,"inferior",-2
"1300",NA,"inflamed",-2
"1301",NA,"influential",2
"1302",NA,"infringement",-2
"1303",NA,"infuriate",-2
"1304",NA,"infuriated",-2
"1305",NA,"infuriates",-2
"1306",NA,"infuriating",-2
"1307",NA,"inhibit",-1
"1308",NA,"injured",-2
"1309",NA,"injury",-2
"1310",NA,"injustice",-2
"1311",NA,"innovate",1
"1312",NA,"innovates",1
"1313",NA,"innovation",1
"1314",NA,"innovative",2
"1315",NA,"inquisition",-2
"1316",NA,"inquisitive",2
"1317",NA,"insane",-2
"1318",NA,"insanity",-2
"1319",NA,"insecure",-2
"1320",NA,"insensitive",-2
"1321",NA,"insensitivity",-2
"1322",NA,"insignificant",-2
"1323",NA,"insipid",-2
"1324",NA,"inspiration",2
"1325",NA,"inspirational",2
"1326",NA,"inspire",2
"1327",NA,"inspired",2
"1328",NA,"inspires",2
"1329",NA,"inspiring",3
"1330",NA,"insult",-2
"1331",NA,"insulted",-2
"1332",NA,"insulting",-2
"1333",NA,"insults",-2
"1334",NA,"intact",2
"1335",NA,"integrity",2
"1336",NA,"intelligent",2
"1337",NA,"intense",1
"1338",NA,"interest",1
"1339",NA,"interested",2
"1340",NA,"interesting",2
"1341",NA,"interests",1
"1342",NA,"interrogated",-2
"1343",NA,"interrupt",-2
"1344",NA,"interrupted",-2
"1345",NA,"interrupting",-2
"1346",NA,"interruption",-2
"1347",NA,"interrupts",-2
"1348",NA,"intimidate",-2
"1349",NA,"intimidated",-2
"1350",NA,"intimidates",-2
"1351",NA,"intimidating",-2
"1352",NA,"intimidation",-2
"1353",NA,"intricate",2
"1354",NA,"intrigues",1
"1355",NA,"invincible",2
"1356",NA,"invite",1
"1357",NA,"inviting",1
"1358",NA,"invulnerable",2
"1359",NA,"irate",-3
"1360",NA,"ironic",-1
"1361",NA,"irony",-1
"1362",NA,"irrational",-1
"1363",NA,"irresistible",2
"1364",NA,"irresolute",-2
"1365",NA,"irresponsible",2
"1366",NA,"irreversible",-1
"1367",NA,"irritate",-3
"1368",NA,"irritated",-3
"1369",NA,"irritating",-3
"1370",NA,"isolated",-1
"1371",NA,"itchy",-2
"1372",NA,"jackass",-4
"1373",NA,"jackasses",-4
"1374",NA,"jailed",-2
"1375",NA,"jaunty",2
"1376",NA,"jealous",-2
"1377",NA,"jeopardy",-2
"1378",NA,"jerk",-3
"1379",NA,"jesus",1
"1380",NA,"jewel",1
"1381",NA,"jewels",1
"1382",NA,"jocular",2
"1383","s1e4","join",1
"1384",NA,"joke",2
"1385",NA,"jokes",2
"1386",NA,"jolly",2
"1387",NA,"jovial",2
"1388",NA,"joy",3
"1389",NA,"joyful",3
"1390",NA,"joyfully",3
"1391",NA,"joyless",-2
"1392",NA,"joyous",3
"1393",NA,"jubilant",3
"1394",NA,"jumpy",-1
"1395",NA,"justice",2
"1396",NA,"justifiably",2
"1397",NA,"justified",2
"1398",NA,"keen",1
"1399",NA,"kill",-3
"1400",NA,"killed",-3
"1401",NA,"killing",-3
"1402",NA,"kills",-3
"1403",NA,"kind",2
"1404",NA,"kinder",2
"1405",NA,"kiss",2
"1406",NA,"kudos",3
"1407",NA,"lack",-2
"1408",NA,"lackadaisical",-2
"1409",NA,"lag",-1
"1410",NA,"lagged",-2
"1411",NA,"lagging",-2
"1412",NA,"lags",-2
"1413",NA,"lame",-2
"1414",NA,"landmark",2
"1415",NA,"laugh",1
"1416",NA,"laughed",1
"1417",NA,"laughing",1
"1418",NA,"laughs",1
"1419",NA,"laughting",1
"1420",NA,"launched",1
"1421",NA,"lawl",3
"1422",NA,"lawsuit",-2
"1423",NA,"lawsuits",-2
"1424",NA,"lazy",-1
"1425",NA,"leak",-1
"1426",NA,"leaked",-1
"1427",NA,"leave",-1
"1428",NA,"legal",1
"1429",NA,"legally",1
"1430",NA,"lenient",1
"1431",NA,"lethargic",-2
"1432",NA,"lethargy",-2
"1433",NA,"liar",-3
"1434",NA,"liars",-3
"1435",NA,"libelous",-2
"1436",NA,"lied",-2
"1437",NA,"lifesaver",4
"1438",NA,"lighthearted",1
"1439","s1e7","like",2
"1440",NA,"liked",2
"1441",NA,"likes",2
"1442",NA,"limitation",-1
"1443",NA,"limited",-1
"1444",NA,"limits",-1
"1445",NA,"litigation",-1
"1446",NA,"litigious",-2
"1447",NA,"lively",2
"1448",NA,"livid",-2
"1449",NA,"lmao",4
"1450",NA,"lmfao",4
"1451",NA,"loathe",-3
"1452",NA,"loathed",-3
"1453",NA,"loathes",-3
"1454",NA,"loathing",-3
"1455",NA,"lobby",-2
"1456",NA,"lobbying",-2
"1457",NA,"lol",3
"1458",NA,"lonely",-2
"1459","s1e1","lonesome",-2
"1460",NA,"longing",-1
"1461",NA,"loom",-1
"1462",NA,"loomed",-1
"1463",NA,"looming",-1
"1464",NA,"looms",-1
"1465",NA,"loose",-3
"1466",NA,"looses",-3
"1467",NA,"loser",-3
"1468",NA,"losing",-3
"1469",NA,"loss",-3
"1470",NA,"lost",-3
"1471",NA,"lovable",3
"1472",NA,"love",3
"1473",NA,"loved",3
"1474",NA,"lovelies",3
"1475",NA,"lovely",3
"1476",NA,"loving",2
"1477",NA,"lowest",-1
"1478",NA,"loyal",3
"1479",NA,"loyalty",3
"1480",NA,"luck",3
"1481",NA,"luckily",3
"1482","s1e3","lucky",3
"1483",NA,"lugubrious",-2
"1484",NA,"lunatic",-3
"1485",NA,"lunatics",-3
"1486",NA,"lurk",-1
"1487",NA,"lurking",-1
"1488",NA,"lurks",-1
"1489",NA,"mad",-3
"1490",NA,"maddening",-3
"1491",NA,"made-up",-1
"1492",NA,"madly",-3
"1493",NA,"madness",-3
"1494",NA,"mandatory",-1
"1495",NA,"manipulated",-1
"1496",NA,"manipulating",-1
"1497",NA,"manipulation",-1
"1498",NA,"marvel",3
"1499",NA,"marvelous",3
"1500",NA,"marvels",3
"1501",NA,"masterpiece",4
"1502",NA,"masterpieces",4
"1503",NA,"matter",1
"1504",NA,"matters",1
"1505",NA,"mature",2
"1506",NA,"meaningful",2
"1507",NA,"meaningless",-2
"1508",NA,"medal",3
"1509",NA,"mediocrity",-3
"1510",NA,"meditative",1
"1511",NA,"melancholy",-2
"1512",NA,"menace",-2
"1513",NA,"menaced",-2
"1514",NA,"mercy",2
"1515",NA,"merry",3
"1516",NA,"mess",-2
"1517",NA,"messed",-2
"1518",NA,"messing up",-2
"1519",NA,"methodical",2
"1520",NA,"mindless",-2
"1521",NA,"miracle",4
"1522",NA,"mirth",3
"1523",NA,"mirthful",3
"1524",NA,"mirthfully",3
"1525",NA,"misbehave",-2
"1526",NA,"misbehaved",-2
"1527",NA,"misbehaves",-2
"1528",NA,"misbehaving",-2
"1529",NA,"mischief",-1
"1530",NA,"mischiefs",-1
"1531",NA,"miserable",-3
"1532",NA,"misery",-2
"1533",NA,"misgiving",-2
"1534",NA,"misinformation",-2
"1535",NA,"misinformed",-2
"1536",NA,"misinterpreted",-2
"1537",NA,"misleading",-3
"1538",NA,"misread",-1
"1539",NA,"misreporting",-2
"1540",NA,"misrepresentation",-2
"1541",NA,"miss",-2
"1542",NA,"missed",-2
"1543",NA,"missing",-2
"1544",NA,"mistake",-2
"1545",NA,"mistaken",-2
"1546",NA,"mistakes",-2
"1547",NA,"mistaking",-2
"1548",NA,"misunderstand",-2
"1549",NA,"misunderstanding",-2
"1550",NA,"misunderstands",-2
"1551",NA,"misunderstood",-2
"1552",NA,"moan",-2
"1553",NA,"moaned",-2
"1554",NA,"moaning",-2
"1555",NA,"moans",-2
"1556",NA,"mock",-2
"1557",NA,"mocked",-2
"1558",NA,"mocking",-2
"1559",NA,"mocks",-2
"1560",NA,"mongering",-2
"1561",NA,"monopolize",-2
"1562",NA,"monopolized",-2
"1563",NA,"monopolizes",-2
"1564",NA,"monopolizing",-2
"1565",NA,"moody",-1
"1566",NA,"mope",-1
"1567",NA,"moping",-1
"1568",NA,"moron",-3
"1569",NA,"motherfucker",-5
"1570",NA,"motherfucking",-5
"1571",NA,"motivate",1
"1572",NA,"motivated",2
"1573",NA,"motivating",2
"1574",NA,"motivation",1
"1575",NA,"mourn",-2
"1576",NA,"mourned",-2
"1577",NA,"mournful",-2
"1578",NA,"mourning",-2
"1579",NA,"mourns",-2
"1580",NA,"mumpish",-2
"1581",NA,"murder",-2
"1582",NA,"murderer",-2
"1583",NA,"murdering",-3
"1584",NA,"murderous",-3
"1585",NA,"murders",-2
"1586",NA,"myth",-1
"1587",NA,"n00b",-2
"1588",NA,"naive",-2
"1589",NA,"nasty",-3
"1590",NA,"natural",1
"1591",NA,"naïve",-2
"1592",NA,"needy",-2
"1593",NA,"negative",-2
"1594",NA,"negativity",-2
"1595",NA,"neglect",-2
"1596",NA,"neglected",-2
"1597",NA,"neglecting",-2
"1598",NA,"neglects",-2
"1599",NA,"nerves",-1
"1600",NA,"nervous",-2
"1601",NA,"nervously",-2
"1602","s1e2","nice",3
"1603",NA,"nifty",2
"1604",NA,"niggas",-5
"1605",NA,"nigger",-5
"1606","s1e2","no",-1
"1607","s1e3","no",-1
"1608","s1e3","no",-1
"1609","s1e3","no",-1
"1610","s1e3","no",-1
"1611","s1e3","no",-1
"1612","s1e3","no",-1
"1613","s1e5","no",-1
"1614","s1e8","no",-1
"1615","s1e8","no",-1
"1616",NA,"no fun",-3
"1617",NA,"noble",2
"1618",NA,"noisy",-1
"1619",NA,"nonsense",-2
"1620",NA,"noob",-2
"1621",NA,"nosey",-2
"1622",NA,"not good",-2
"1623",NA,"not working",-3
"1624",NA,"notorious",-2
"1625",NA,"novel",2
"1626",NA,"numb",-1
"1627",NA,"nuts",-3
"1628",NA,"obliterate",-2
"1629",NA,"obliterated",-2
"1630",NA,"obnoxious",-3
"1631",NA,"obscene",-2
"1632",NA,"obsessed",2
"1633",NA,"obsolete",-2
"1634",NA,"obstacle",-2
"1635",NA,"obstacles",-2
"1636",NA,"obstinate",-2
"1637",NA,"odd",-2
"1638",NA,"offend",-2
"1639",NA,"offended",-2
"1640",NA,"offender",-2
"1641",NA,"offending",-2
"1642",NA,"offends",-2
"1643",NA,"offline",-1
"1644",NA,"oks",2
"1645",NA,"ominous",3
"1646",NA,"once-in-a-lifetime",3
"1647",NA,"opportunities",2
"1648",NA,"opportunity",2
"1649",NA,"oppressed",-2
"1650",NA,"oppressive",-2
"1651",NA,"optimism",2
"1652",NA,"optimistic",2
"1653",NA,"optionless",-2
"1654",NA,"outcry",-2
"1655",NA,"outmaneuvered",-2
"1656",NA,"outrage",-3
"1657",NA,"outraged",-3
"1658",NA,"outreach",2
"1659",NA,"outstanding",5
"1660",NA,"overjoyed",4
"1661",NA,"overload",-1
"1662",NA,"overlooked",-1
"1663",NA,"overreact",-2
"1664",NA,"overreacted",-2
"1665",NA,"overreaction",-2
"1666",NA,"overreacts",-2
"1667",NA,"oversell",-2
"1668",NA,"overselling",-2
"1669",NA,"oversells",-2
"1670",NA,"oversimplification",-2
"1671",NA,"oversimplified",-2
"1672",NA,"oversimplifies",-2
"1673",NA,"oversimplify",-2
"1674",NA,"overstatement",-2
"1675",NA,"overstatements",-2
"1676",NA,"overweight",-1
"1677",NA,"oxymoron",-1
"1678",NA,"pain",-2
"1679",NA,"pained",-2
"1680",NA,"panic",-3
"1681",NA,"panicked",-3
"1682",NA,"panics",-3
"1683",NA,"paradise",3
"1684",NA,"paradox",-1
"1685",NA,"pardon",2
"1686",NA,"pardoned",2
"1687",NA,"pardoning",2
"1688",NA,"pardons",2
"1689",NA,"parley",-1
"1690",NA,"passionate",2
"1691",NA,"passive",-1
"1692",NA,"passively",-1
"1693",NA,"pathetic",-2
"1694",NA,"pay",-1
"1695",NA,"peace",2
"1696",NA,"peaceful",2
"1697",NA,"peacefully",2
"1698",NA,"penalty",-2
"1699",NA,"pensive",-1
"1700",NA,"perfect",3
"1701",NA,"perfected",2
"1702",NA,"perfectly",3
"1703",NA,"perfects",2
"1704",NA,"peril",-2
"1705",NA,"perjury",-3
"1706",NA,"perpetrator",-2
"1707",NA,"perpetrators",-2
"1708",NA,"perplexed",-2
"1709",NA,"persecute",-2
"1710",NA,"persecuted",-2
"1711",NA,"persecutes",-2
"1712",NA,"persecuting",-2
"1713",NA,"perturbed",-2
"1714",NA,"pesky",-2
"1715",NA,"pessimism",-2
"1716",NA,"pessimistic",-2
"1717",NA,"petrified",-2
"1718",NA,"phobic",-2
"1719",NA,"picturesque",2
"1720",NA,"pileup",-1
"1721",NA,"pique",-2
"1722",NA,"piqued",-2
"1723",NA,"piss",-4
"1724",NA,"pissed",-4
"1725",NA,"pissing",-3
"1726",NA,"piteous",-2
"1727",NA,"pitied",-1
"1728",NA,"pity",-2
"1729",NA,"playful",2
"1730","s1e6","pleasant",3
"1731","s1e6","please",1
"1732",NA,"pleased",3
"1733",NA,"pleasure",3
"1734",NA,"poised",-2
"1735",NA,"poison",-2
"1736",NA,"poisoned",-2
"1737",NA,"poisons",-2
"1738",NA,"pollute",-2
"1739",NA,"polluted",-2
"1740",NA,"polluter",-2
"1741",NA,"polluters",-2
"1742",NA,"pollutes",-2
"1743",NA,"poor",-2
"1744",NA,"poorer",-2
"1745",NA,"poorest",-2
"1746",NA,"popular",3
"1747",NA,"positive",2
"1748",NA,"positively",2
"1749",NA,"possessive",-2
"1750",NA,"postpone",-1
"1751",NA,"postponed",-1
"1752",NA,"postpones",-1
"1753",NA,"postponing",-1
"1754",NA,"poverty",-1
"1755",NA,"powerful",2
"1756",NA,"powerless",-2
"1757",NA,"praise",3
"1758",NA,"praised",3
"1759",NA,"praises",3
"1760",NA,"praising",3
"1761",NA,"pray",1
"1762",NA,"praying",1
"1763",NA,"prays",1
"1764",NA,"prblm",-2
"1765",NA,"prblms",-2
"1766",NA,"prepared",1
"1767",NA,"pressure",-1
"1768",NA,"pressured",-2
"1769",NA,"pretend",-1
"1770",NA,"pretending",-1
"1771",NA,"pretends",-1
"1772","s1e2","pretty",1
"1773",NA,"prevent",-1
"1774",NA,"prevented",-1
"1775",NA,"preventing",-1
"1776",NA,"prevents",-1
"1777",NA,"prick",-5
"1778",NA,"prison",-2
"1779",NA,"prisoner",-2
"1780",NA,"prisoners",-2
"1781",NA,"privileged",2
"1782",NA,"proactive",2
"1783",NA,"problem",-2
"1784",NA,"problems",-2
"1785",NA,"profiteer",-2
"1786",NA,"progress",2
"1787",NA,"prominent",2
"1788",NA,"promise",1
"1789","s1e2","promised",1
"1790",NA,"promises",1
"1791",NA,"promote",1
"1792",NA,"promoted",1
"1793",NA,"promotes",1
"1794",NA,"promoting",1
"1795",NA,"propaganda",-2
"1796",NA,"prosecute",-1
"1797",NA,"prosecuted",-2
"1798",NA,"prosecutes",-1
"1799",NA,"prosecution",-1
"1800",NA,"prospect",1
"1801",NA,"prospects",1
"1802",NA,"prosperous",3
"1803",NA,"protect",1
"1804",NA,"protected",1
"1805",NA,"protects",1
"1806",NA,"protest",-2
"1807",NA,"protesters",-2
"1808",NA,"protesting",-2
"1809",NA,"protests",-2
"1810",NA,"proud",2
"1811",NA,"proudly",2
"1812",NA,"provoke",-1
"1813",NA,"provoked",-1
"1814",NA,"provokes",-1
"1815",NA,"provoking",-1
"1816",NA,"pseudoscience",-3
"1817",NA,"punish",-2
"1818",NA,"punished",-2
"1819",NA,"punishes",-2
"1820",NA,"punitive",-2
"1821",NA,"pushy",-1
"1822",NA,"puzzled",-2
"1823",NA,"quaking",-2
"1824",NA,"questionable",-2
"1825",NA,"questioned",-1
"1826",NA,"questioning",-1
"1827",NA,"racism",-3
"1828",NA,"racist",-3
"1829",NA,"racists",-3
"1830",NA,"rage",-2
"1831",NA,"rageful",-2
"1832",NA,"rainy",-1
"1833",NA,"rant",-3
"1834",NA,"ranter",-3
"1835",NA,"ranters",-3
"1836",NA,"rants",-3
"1837",NA,"rape",-4
"1838",NA,"rapist",-4
"1839",NA,"rapture",2
"1840",NA,"raptured",2
"1841",NA,"raptures",2
"1842",NA,"rapturous",4
"1843",NA,"rash",-2
"1844",NA,"ratified",2
"1845",NA,"reach",1
"1846",NA,"reached",1
"1847",NA,"reaches",1
"1848",NA,"reaching",1
"1849",NA,"reassure",1
"1850",NA,"reassured",1
"1851",NA,"reassures",1
"1852",NA,"reassuring",2
"1853",NA,"rebellion",-2
"1854",NA,"recession",-2
"1855",NA,"reckless",-2
"1856","s1e3","recommend",2
"1857",NA,"recommended",2
"1858",NA,"recommends",2
"1859",NA,"redeemed",2
"1860",NA,"refuse",-2
"1861",NA,"refused",-2
"1862",NA,"refusing",-2
"1863",NA,"regret",-2
"1864",NA,"regretful",-2
"1865",NA,"regrets",-2
"1866",NA,"regretted",-2
"1867",NA,"regretting",-2
"1868",NA,"reject",-1
"1869","s1e8","rejected",-1
"1870",NA,"rejecting",-1
"1871",NA,"rejects",-1
"1872",NA,"rejoice",4
"1873",NA,"rejoiced",4
"1874",NA,"rejoices",4
"1875",NA,"rejoicing",4
"1876",NA,"relaxed",2
"1877",NA,"relentless",-1
"1878",NA,"reliant",2
"1879",NA,"relieve",1
"1880",NA,"relieved",2
"1881",NA,"relieves",1
"1882",NA,"relieving",2
"1883",NA,"relishing",2
"1884",NA,"remarkable",2
"1885",NA,"remorse",-2
"1886",NA,"repulse",-1
"1887",NA,"repulsed",-2
"1888",NA,"rescue",2
"1889",NA,"rescued",2
"1890",NA,"rescues",2
"1891",NA,"resentful",-2
"1892",NA,"resign",-1
"1893",NA,"resigned",-1
"1894",NA,"resigning",-1
"1895",NA,"resigns",-1
"1896",NA,"resolute",2
"1897",NA,"resolve",2
"1898",NA,"resolved",2
"1899",NA,"resolves",2
"1900",NA,"resolving",2
"1901",NA,"respected",2
"1902",NA,"responsible",2
"1903",NA,"responsive",2
"1904",NA,"restful",2
"1905",NA,"restless",-2
"1906",NA,"restore",1
"1907",NA,"restored",1
"1908",NA,"restores",1
"1909",NA,"restoring",1
"1910",NA,"restrict",-2
"1911",NA,"restricted",-2
"1912",NA,"restricting",-2
"1913",NA,"restriction",-2
"1914",NA,"restricts",-2
"1915",NA,"retained",-1
"1916",NA,"retard",-2
"1917",NA,"retarded",-2
"1918",NA,"retreat",-1
"1919",NA,"revenge",-2
"1920",NA,"revengeful",-2
"1921",NA,"revered",2
"1922",NA,"revive",2
"1923",NA,"revives",2
"1924",NA,"reward",2
"1925",NA,"rewarded",2
"1926",NA,"rewarding",2
"1927",NA,"rewards",2
"1928",NA,"rich",2
"1929",NA,"ridiculous",-3
"1930",NA,"rig",-1
"1931",NA,"rigged",-1
"1932",NA,"right direction",3
"1933",NA,"rigorous",3
"1934",NA,"rigorously",3
"1935",NA,"riot",-2
"1936",NA,"riots",-2
"1937","s1e7","risk",-2
"1938",NA,"risks",-2
"1939",NA,"rob",-2
"1940",NA,"robber",-2
"1941",NA,"robed",-2
"1942",NA,"robing",-2
"1943",NA,"robs",-2
"1944",NA,"robust",2
"1945",NA,"rofl",4
"1946",NA,"roflcopter",4
"1947",NA,"roflmao",4
"1948",NA,"romance",2
"1949",NA,"rotfl",4
"1950",NA,"rotflmfao",4
"1951",NA,"rotflol",4
"1952",NA,"ruin",-2
"1953",NA,"ruined",-2
"1954",NA,"ruining",-2
"1955",NA,"ruins",-2
"1956",NA,"sabotage",-2
"1957",NA,"sad",-2
"1958",NA,"sadden",-2
"1959",NA,"saddened",-2
"1960",NA,"sadly",-2
"1961",NA,"safe",1
"1962",NA,"safely",1
"1963",NA,"safety",1
"1964",NA,"salient",1
"1965",NA,"sappy",-1
"1966",NA,"sarcastic",-2
"1967",NA,"satisfied",2
"1968",NA,"save",2
"1969",NA,"saved",2
"1970",NA,"scam",-2
